id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
8346,firetruck,trim_9675,trim_2883,-1493.9799484953007,-1226.069541895515,-2200.99,684.95,9.03,2.51,3.31,19507,89.7,2.03,16,0.76,a_11198925348,Police station (amenity a_11198925348)
8347,car,trim_2310,6925898201,653.59,849.85,-1827.15,-1592.97,4.65,1.69,1.53,1397,103.4,2.77,78,1.001,,
8348,car,11983071051,9852330253,1078.63,1204.3,-2091.6,184.14,4.41,1.67,1.37,1355,115.4,2.26,45,0.894,,
8349,car,11006730401,trim_179,1983.55,-582.39,229.98,78.75,4.59,1.74,1.57,1777,93.3,2.31,72,0.922,,
8350,motorcycle,4225324725,trim_8067,1302.26,390.35,-1582.53,-1474.45,1.88,0.66,1.32,187,84.7,4.41,80,0.999,,
8351,bus,14063521243,trim_5613,2126.82,-1014.8,2493.44,-629.78,7.28,2.54,3.11,8770,72.3,1.34,61,0.77,,
8352,car,2962860474,trim_38,-539.95,-602.87,-865.9,508.54,4.45,1.66,1.45,1478,93.5,3.09,38,0.829,,
8353,car,10701207513,trim_333,-1250.44,-699.51,-325.23,625.24,4.04,1.94,1.38,1540,106.1,2.56,54,0.737,,
8354,car,trim_6966,trim_5005,1969.62,923.61,1205.48,1472.34,4.95,1.73,1.54,1070,117.9,2.49,71,0.818,,
8355,firetruck,11133588049,9853262769,-1783.42,-995.27,1240.65,423.27,10.22,2.42,3.36,13892,85.3,1.97,18,0.707,a_11198955917,Police station (amenity a_11198955917)
8356,motorcycle,trim_8080,trim_3174,-503.92,1280.08,-439.02,144.64,2.06,0.8,1.3,218,104.4,3.61,56,0.784,,
8357,motorcycle,9168951480,5170637555,808.35,-1323.23,1291.95,81.33,2.19,0.67,1.07,184,106.6,4.06,37,0.664,,
8358,car,trim_2787,trim_4453,-1943.23,748.53,1790.12,187.14,4.39,1.77,1.62,1866,119.9,2.67,40,0.705,,
8359,car,trim_8259,trim_7493,2055.69,84.33,-825.78,197.83,4.36,1.73,1.41,1137,99.2,2.23,35,0.833,,
8360,car,trim_406,4227797929,-2136.72,132.63,1802.1,-744.44,4.97,1.84,1.43,1166,112.5,2.59,45,0.707,,
8361,car,trim_4927,trim_7649,-1453.01,1112.83,196.73,-128.28,4.55,1.66,1.48,1764,104.4,2.67,39,0.845,,
8362,car,trim_704,12098345437,-1392.41,735.37,-1785.35,1550.57,4.01,1.77,1.41,1852,95.6,2.83,64,0.802,,
8363,car,trim_5773,2960312626,-1358.93,-1335.67,-892.1,37.61,4.07,1.8,1.56,1474,115.6,2.55,60,0.79,,
8364,car,12098320585,2962838274,-1639.09,1347.44,-56.08,-1521.07,4.13,1.67,1.45,1358,102.1,2.54,34,0.685,,
8365,car,trim_1207,12130429767,-1696.46,-126.86,-1423.65,785.35,5.03,1.92,1.57,1551,109.9,2.6,70,0.715,,
8366,car,12129335426,trim_1868,1672.97,413.43,-646.5100998406413,-498.0024750398397,4.99,1.72,1.55,1779,105.8,2.82,72,0.893,,
8367,car,11491066042,trim_8016,-308.39,-1495.77,-1129.97,-889.97,4.67,1.76,1.38,1390,116.7,2.73,66,0.875,,
8368,car,2960336711,4225172424,-945.97,472.77,-189.83,453.82,5.07,1.94,1.49,1866,118.1,3.07,63,0.74,,
8369,car,trim_3950,trim_5599,1871.83,335.35,2155.69,350.83,4.6,1.67,1.43,1495,90.1,2.6,32,0.788,,
8370,car,trim_4668,trim_7985,-1552.63,1146.72,-597.33,1106.53,4.36,1.71,1.43,1509,93.8,2.92,77,0.772,,
8371,car,trim_9562,trim_1672,-444.21,-558.33,-359.1,-1458.12,4.44,1.8,1.51,1112,109.9,2.3,56,0.79,,
8372,car,trim_7910,trim_8118,-1576.79,-681.52,-549.05,699.85,4.24,1.67,1.54,1622,118.6,2.36,63,0.76,,
8373,car,9852961420,4220874676,-1394.01,-1163.07,-504.75,-1757.38,4.43,1.85,1.6,1739,108.0,2.86,32,0.73,,
8374,car,trim_3721,trim_3400,-837.49,-1280.5,-430.16,265.95,4.07,1.79,1.36,1032,97.1,2.75,30,0.656,,
8375,car,3004576871,trim_9445,711.07,-177.92,-1260.36,497.24,4.3,1.64,1.48,1674,90.3,2.82,22,0.706,,
8376,car,trim_6281,trim_7218,-330.92,-827.35,-2114.14,-436.43,4.05,1.83,1.39,1637,108.3,2.96,52,0.838,,
8377,car,4225172259,trim_1573,463.16,-276.13,-1065.77,-639.77,5.05,1.66,1.4,1899,108.6,2.48,79,0.886,,
8378,car,9857625497,trim_3636,-928.17,-1010.78,-579.63,-932.47,4.25,1.63,1.47,1205,100.1,2.56,54,0.845,,
8379,car,trim_5695,4223620621,746.09,-205.63,-2091.72,-935.02,4.99,1.82,1.5,1329,90.1,2.31,37,0.798,,
8380,car,trim_7215,trim_4921,-2026.34,-204.67,-1475.2,1269.2,4.65,1.93,1.52,1098,104.7,2.63,26,0.875,,
8381,car,5171028511,2960326607,-2554.13,115.89,-1900.41,-16.6,4.52,1.63,1.45,1036,116.4,2.94,29,0.743,,
8382,car,457278194,9857996492,-774.83,377.34,-604.71,-270.57,4.19,1.85,1.41,1163,91.0,2.83,27,0.696,,
8383,car,trim_7132,trim_5311,-2393.48,205.64,2152.56,-88.83,4.9,1.71,1.53,1535,113.8,2.25,16,0.984,,
8384,car,trim_4993,trim_5475,1605.22,-547.19,2382.26,45.29,4.11,1.63,1.5,1677,113.4,3.01,79,0.825,,
8385,car,trim_7656,9168951428,-145.08,98.39,270.1,-101.88,5.09,1.69,1.57,1438,117.8,2.83,62,0.691,,
8386,car,trim_8790,trim_7522,-1084.56,-1169.45,-1237.07,-964.49,4.91,1.93,1.63,1824,106.0,3.04,67,0.877,,
8387,car,2960326599,trim_6686,-1841.95,25.3,832.46,649.49,4.89,1.71,1.4,1488,107.5,2.79,21,0.825,,
8388,car,trim_1495,trim_7399,-1267.42,-1215.74,2431.71,-863.4,4.76,1.62,1.51,1867,104.5,3.02,18,0.769,,
8389,truck,trim_8410,trim_9655,-1532.68,28.03,-1354.16,1372.82,6.68,2.47,3.11,5095,69.0,1.15,44,0.888,,
8390,bus,trim_8154,trim_7622,-1898.57,-1387.01,353.14,26.84,9.94,2.53,3.3,13151,62.2,1.34,75,0.919,,
8391,bus,trim_6759,trim_6160,-442.26,145.36,-1368.28,-686.79,9.37,2.42,3.22,8058,70.3,1.23,36,0.654,,
8392,bus,trim_3151,trim_3209,-75.11,311.29,197.31,289.65,8.26,2.58,3.09,12481,68.6,1.29,34,0.826,,
8393,car,2962860476,trim_7947,-572.45,-579.36,-1191.0090950672393,-1466.957246269715,4.63,1.93,1.44,1123,91.6,2.84,17,0.842,,
8394,car,9857115604,trim_923,-2168.63,-1121.72,-1200.22,154.78,4.38,1.94,1.6,1210,109.1,2.77,40,0.83,,
8395,car,trim_2893,trim_8057,-1920.04,701.47,2307.1,-931.61,4.61,1.77,1.39,1248,93.3,3.18,67,0.893,,
8396,car,trim_6785,2970305467,432.98,733.75,-787.25,2190.6,5.09,1.78,1.61,1849,113.7,2.52,44,0.656,,
8397,car,9858060969,trim_298,790.5,444.5,-2336.47,1455.32,4.67,1.81,1.5,1476,99.5,3.15,78,1.02,,
8398,car,trim_7702,trim_5192,375,353.91,1779.79,-245.04,4.65,1.87,1.52,1454,102.5,3.18,21,0.839,,
8399,car,trim_3666,2960361524,-1054.25,-1375.21,-1207.83,-927.64,4.47,1.75,1.36,1745,102.3,2.48,33,0.83,,
8400,car,6735189825,3887993292,2433.72,-792.09,1574.53,1026.11,4.5,1.63,1.62,1262,100.1,3.1,24,0.834,,
8401,car,2962838438,trim_1260,-152,-940.56,-1404.3,212.44,4.86,1.64,1.48,1850,104.1,3.06,64,0.671,,
8402,car,9857682453,trim_3381,-343.48,-994.18,114.96,-508.01,4.9,1.89,1.54,1450,115.3,2.58,36,0.748,,
8403,car,5170823231,9168946270,1110.81,437,2022.26,240.74,4.64,1.63,1.53,1388,113.0,2.43,36,0.743,,
8404,car,9843455327,trim_1203,-1571.49,1634.18,-1778.94,-386.81,4.48,1.61,1.49,1108,108.8,2.98,31,0.819,,
8405,car,trim_5156,trim_4681,2086.61,-241.83,338.49,-1461.83,4.43,1.8,1.64,1401,91.5,2.44,33,0.708,,
8406,car,trim_6873,trim_2409,-2346.884199968567,839.81,-394.87,1385.02,4.63,1.72,1.47,1810,107.2,3.02,79,0.799,,
8407,car,9857625478,trim_4567,-1264.38,-1005.57,1610,64.56,4.02,1.91,1.37,1713,111.7,3.08,69,0.7,,
8408,truck,5170783085,9843119614,1980.79,219.48,-1556.1,1042.28,9.68,2.45,2.72,8264,75.4,1.08,47,0.887,,
8409,motorcycle,trim_8976,3887993286,-2123.88,724.63,1391.1,1027.17,1.92,0.88,1.36,142,107.0,4.21,63,0.863,,
8410,motorcycle,trim_5361,trim_3789,1727.08,-344.47,-1288.15,-1138.06,1.99,0.78,1.32,220,92.9,3.88,30,0.652,,
8411,car,11983071285,trim_7770,1121.45,1243.81,-909.51,-525.73,4.29,1.88,1.62,1660,102.1,2.41,52,0.696,,
8412,car,9859736953,2960361478,37.75,109.22,-1415.86,-879.59,4.16,1.65,1.57,1777,107.2,2.54,63,0.71,,
8413,truck,trim_8350,trim_5697,-30.18,714.94,885.24,-265.48,6.25,2.55,2.91,11612,66.3,1.3,66,0.667,,
8414,car,9857647452,trim_525,-1154.57,-1177.37,-1963.15,-1230.34,5.07,1.84,1.57,1194,116.4,2.42,16,0.956,,
8415,car,9857826565,4227743942,30.81,-445.6,-929.94,2104.45,4.53,1.62,1.55,1771,118.2,2.28,49,0.693,,
8416,car,trim_3806,trim_7166,-754.9,-797.05,-1826.15,150.17,4.39,1.66,1.44,1181,111.2,2.84,65,0.872,,
8417,car,trim_2103,trim_6342,398.65,-233.12,1935.31,820.72,5.04,1.61,1.43,1396,94.2,2.67,41,0.727,,
8418,car,9168850603,9168834914,-1342.19,408.7,-1964.74,1082.23,4.77,1.9,1.57,1255,110.2,2.35,71,0.83,,
8419,car,trim_2449,8862731767,-2427.4528779029133,599.8552906945489,-2200.58,-1293.18,4.34,1.81,1.5,1823,100.2,2.93,31,0.762,,
8420,car,trim_136,trim_6918,255.68,-654.05,-1697.37,602.33,4.92,1.74,1.48,1332,96.1,2.66,36,0.722,,
8421,car,trim_8201,trim_8300,-1081.98,843.47,2275.58,496.96,4.31,1.91,1.6,1315,108.4,3.11,20,0.812,,
8422,car,9852893331,trim_3909,-1730.55,-1340.13,1711.57,268.41,4.86,1.78,1.52,1005,92.3,2.57,53,0.845,,
8423,car,4224981088,trim_1541,-2541.89,889.43,-1015.87,-963.52,4.51,1.93,1.51,1872,111.1,2.5,64,0.672,,
8424,motorcycle,trim_6018,trim_7280,-1544.84,1288.24,-1964.14,-1472.54,2.29,0.67,1.34,153,101.9,4.07,64,0.869,,
8425,motorcycle,trim_1070,4225324908,-930.03,-223.05,-481.12,1187.58,2.15,0.81,1.36,209,83.2,3.0,41,0.782,,
8426,car,trim_1539,2960326609,-1024.34,-985.23,-1912.56,-19.24,4.2,1.73,1.41,1556,104.2,2.95,67,0.859,,
8427,car,9843084747,2960326628,-2321.24,827.93,-1991.97,-647.75,4.63,1.78,1.52,1018,92.9,3.14,36,0.693,,
8428,motorcycle,trim_3930,11586812692,921.35,-201.98,-35.81,-25.4,1.86,0.89,1.08,209,106.8,4.36,46,0.899,,
8429,car,trim_6463,trim_4013,1588.79,443.63,1046.06,416.31,4.3,1.69,1.54,1000,103.7,2.33,27,0.861,,
8430,car,trim_5111,4227798473,2232.95,-608.58,2093,536.59,4.81,1.94,1.45,1340,113.5,3.12,73,0.945,,
8431,car,trim_5244,11168770280,1931.8,-63.3,-88.43,632.64,4.39,1.63,1.41,1172,100.5,2.24,43,0.847,,
8432,car,trim_2255,trim_5834,-603.31,131.92,-784.8,538.34,4.64,1.81,1.63,1328,104.2,2.8,77,0.965,,
8433,car,trim_624,trim_2061,-2183.13,558.39,1319.91,1462.92,4.96,1.64,1.48,1799,102.6,2.31,48,0.823,,
8434,bus,trim_3607,trim_5972,-648.65,-773.18,231.35,1018.27,9.19,2.56,3.06,8362,74.4,1.16,18,0.947,,
8435,car,trim_4865,trim_7170,786.13,640.99,-1861.43,86.4,5.07,1.88,1.42,1366,94.3,2.61,70,0.722,,
8436,car,trim_8913,9857987888,2274.61,-1000.93,-279.9,-571.17,4.83,1.63,1.56,1246,93.4,2.99,80,0.961,,
8437,car,trim_5378,trim_1713,2510.46,17.61,-239.89,-1417.56,4.64,1.69,1.49,1063,93.2,2.93,67,0.683,,
8438,car,4630274539,12144193858,289.24,-256.73,1050.86,325.24,4.82,1.79,1.53,1201,91.3,2.32,51,0.732,,
8439,motorcycle,9168850610,trim_3531,-1481.18,239.96,1197.66,-587.7,2.09,0.88,1.13,228,102.3,3.24,33,0.755,,
8440,car,trim_5393,trim_4622,2122.17,-1011.16,-639.12,686.87,4.05,1.91,1.36,1431,114.9,2.92,61,0.754,,
8441,car,trim_8318,11168866169,112.12,-1404.04,-412.32,861.21,4.66,1.86,1.43,1398,106.4,2.75,78,0.81,,
8442,car,9168850595,trim_5838,-1525.7,565.24,-791.49,562.79,4.39,1.66,1.36,1774,100.3,3.02,56,0.777,,
8443,car,trim_1758,9168861184,-364.19,-1554.55,-1129.14,-907.06,4.34,1.89,1.45,1870,111.7,2.92,65,0.805,,
8444,car,trim_5477,trim_697,2425.1,51.46,-1436.6,638.78,4.28,1.87,1.36,1406,108.5,2.3,74,0.921,,
8445,car,3834051382,4225324860,-360.13,1603.8,-436.07,912.26,4.95,1.64,1.51,1058,90.7,2.46,50,0.777,,
8446,car,trim_5156,7249090936,2086.61,-241.83,201.4,1093.38,4.39,1.85,1.48,1843,106.1,3.09,59,0.727,,
8447,ambulance,9168951446,trim_1985,42.68,-555.45,-391.78,-159.3,6.27,2.28,2.72,2838,108.5,3.03,77,0.689,a_7035744523,Anand Nursing Home Orthopaedic Centre and Maernity Home
8448,car,trim_8853,trim_6412,2274.59,-1004.12,2367.23,818.48,4.97,1.89,1.44,1859,110.7,2.82,63,0.857,,
8449,car,9168850545,9843336855,-1176.13,1721.58,1087.66,1692.05,4.6,1.9,1.48,1780,90.1,2.5,64,0.774,,
8450,car,trim_5348,trim_51,2102,132.24,88.37,256.26,4.72,1.67,1.42,1720,113.5,2.68,32,0.7,,
8451,car,trim_9618,trim_6238,-84.98,-653.75,-777.04,-1174.09,4.54,1.86,1.52,1655,117.9,2.83,76,0.926,,
8452,car,4227798429,trim_8516,1949.77,415.98,268.69,1358.29,4.69,1.77,1.65,1708,100.9,3.18,45,0.689,,
8453,car,trim_1603,trim_3583,-1393.92,-509.62,545.29,413.39,4.48,1.67,1.38,1164,110.4,2.25,77,0.934,,
8454,car,trim_9486,11491243646,160.98,-299.92,-625.87,-1195.73,4.31,1.6,1.41,1162,108.8,2.59,60,0.688,,
8455,car,9168854796,trim_2664,2030.23,1332.47,1319.71,-1454.29,4.82,1.64,1.42,1386,97.7,2.53,35,0.862,,
8456,car,trim_4779,trim_471,1073.3,291.5,-2314.93,4.36,4.15,1.84,1.36,1313,115.4,3.1,29,0.761,,
8457,car,4225076170,trim_3089,-2513.8,603.04,-253.4,195.74,4.08,1.63,1.36,1071,115.2,2.49,17,0.96,,
8458,car,trim_2959,trim_4446,-2483.6,1082.33,1330.03,630.24,4.22,1.6,1.39,1466,100.5,2.91,61,0.824,,
8459,car,9859493774,2960326621,-161.53,383.58,-2118.47,-413.18,4.62,1.72,1.46,1899,109.0,2.72,24,0.85,,
8460,firetruck,9858066412,4223620632,-27.73,-857.12,-2508.43,-707.39,10.69,2.52,3.04,16829,84.5,2.06,44,0.541,a_1208663940_c,Police Station
8461,motorcycle,11283754534,trim_7633,672.4607486800514,801.3124022440479,237.9,-181.81,1.85,0.71,1.39,188,92.6,3.6,60,0.655,,
8462,car,4227797873,9852893340,1850.38,-1659.25,-1416.91,-861.96,4.36,1.87,1.62,1886,114.2,3.06,64,0.813,,
8463,car,9857157134,5170823250,1150.63,-197.66,1599.17,486.66,4.09,1.83,1.39,1053,91.4,2.88,37,0.676,,
8464,motorcycle,trim_7244,9857331041,-2437.35,-333.68,-2368.11,-588.69,2.07,0.9,1.25,246,91.6,4.12,78,0.828,,
8465,car,9168959361,2970305438,1387.22,-336.53,-917.77,1938.14,4.4,1.84,1.47,1861,116.5,2.24,32,0.678,,
8466,car,4227743621,trim_3945,336.03,-1616.9,1925.4,277.39,4.17,1.8,1.55,1739,107.0,3.05,53,0.822,,
8467,car,12096819274,trim_6839,1148.98,-296.71,-2304.07,309.24,4.91,1.64,1.39,1114,95.9,2.38,53,0.673,,
8468,car,trim_1085,trim_7971,-1001.56,-338.15,-1076.66,291.74,5.02,1.89,1.49,1892,100.7,2.88,39,0.887,,
8469,car,trim_978,trim_8314,-622.03,-96.51,491,-667.54,4.83,1.89,1.64,1148,115.8,2.47,72,0.809,,
8470,car,trim_3994,9852168756,-436.22,1155.33,-1718.67,453.72,4.43,1.71,1.52,1535,118.4,2.82,29,0.78,,
8471,truck,2960300013,trim_8078,-1558.88,689.07,-745.21,846.38,7.0,2.47,3.64,6979,62.5,0.72,70,0.733,,
8472,motorcycle,trim_8739,trim_3842,-43.34,1282.17,-1046.63,-1054.59,1.98,0.69,1.15,210,82.4,4.31,32,0.663,,
8473,car,457280270,trim_2567,174.08,-202.07,1700.18,1162.23,4.61,1.91,1.44,1591,102.9,2.87,68,0.723,,
8474,car,2970305479,trim_5898,-731.82,2275.63,-1698.68,-1508.11,4.88,1.89,1.53,1539,90.4,2.95,71,0.866,,
8475,car,trim_3077,trim_1801,473.91,-235.68,-319.71,-798.85,4.36,1.61,1.46,1342,94.6,2.65,59,0.743,,
8476,car,trim_3510,trim_6814,-13.4,-68.14,-67.91,682.61,4.61,1.64,1.56,1149,117.5,2.71,31,0.735,,
8477,car,trim_678,12109729947,-1417.34,600.11,1801.79,1415.94,4.77,1.67,1.64,1259,103.0,2.86,60,0.857,,
8478,car,trim_2240,9852338741,-35.92,-417.73,-2039.67,-141.08,4.32,1.95,1.47,1307,114.5,2.69,71,0.818,,
8479,motorcycle,trim_4504,trim_6573,1773.98,656.37,653.64,-1375.72,2.26,0.7,1.3,168,106.4,4.26,80,0.987,,
8480,truck,12123907742,9843336866,-897.55,-292.85,1393.43,1503.68,10.18,2.57,3.42,10553,69.4,1.24,73,0.976,,
8481,car,9852338753,12130995841,-2053.36,-307.12,-1029.97,232.46,4.31,1.95,1.35,1393,111.9,2.59,60,0.815,,
8482,car,9843592171,trim_1061,2065.36,611.49,-788.48,107.08,4.47,1.93,1.4,1052,111.5,3.12,72,0.772,,
8483,car,trim_6200,4227798466,-1427.16,-882.07,2052.89,496.23,4.37,1.74,1.62,1563,109.2,3.04,23,0.738,,
8484,car,trim_6401,476995976,2138.57,577.83,-1232.47,555.09,4.26,1.61,1.55,1242,99.9,3.15,41,0.688,,
8485,truck,trim_2307,4227695046,639.67,925.29,2636.1,1283.8,11.11,2.58,2.53,15917,74.0,0.73,80,1.001,,
8486,car,4225352015,trim_820,-821.57,1399.5,-1230.71,204.56,4.3,1.82,1.42,1782,109.1,2.96,43,0.84,,
8487,car,trim_1046,trim_9076,-950.62,113.13,1772.7,-434.11,4.45,1.95,1.5,1296,102.5,2.72,78,0.937,,
8488,car,trim_7832,trim_6700,432.39,738.7,1195.03,1225.57,4.73,1.74,1.44,1440,97.5,2.95,26,0.816,,
8489,motorcycle,12131213903,9168881198,-888.64,154.14,2010.82,561.56,2.08,0.87,1.27,216,97.5,4.27,70,0.892,,
8490,car,trim_9226,trim_798,-1446.72,744.46,-1042.6,78.72,4.27,1.78,1.46,1230,90.6,2.25,33,0.729,,
8491,ambulance,trim_691,9843437531,-1241.29,716.6,2169.62,1356.33,5.51,2.23,2.56,3915,115.5,2.88,46,0.612,a_7036050227,"Nagar Hospital, Ghaziabad"
8492,truck,5170798230,trim_2384,76.92,317.71,-387.26,1303.72,11.89,2.47,2.59,11270,74.6,1.13,48,0.651,,
8493,car,trim_2626,trim_729,-1170.17,573.3,-1584.36,837.65,4.32,1.81,1.36,1853,98.2,2.81,32,0.728,,
8494,car,9854977113,11031788561,2283.11,-486.29,-387.73,-156.47,4.79,1.71,1.51,1766,119.5,2.29,57,0.742,,
8495,car,trim_2187,trim_8058,-347.52,-309.43,2410.78,-1047.38,4.72,1.88,1.43,1023,107.9,2.4,73,0.818,,
8496,car,trim_9060,5170637573,-1801.55,1304.1,1563.69,-124.32,4.6,1.87,1.63,1759,101.8,2.61,51,0.699,,
8497,car,trim_7013,2960300027,-2372.3,758.66,-1098.28,871.52,4.21,1.77,1.36,1429,116.9,2.64,40,0.866,,
8498,car,trim_1869,9859655315,-649.5300998406412,-494.02247503983966,316.91,-1248.09,4.93,1.79,1.5,1404,117.1,2.46,56,0.858,,
8499,car,trim_8105,trim_6194,-934.51,796.97,-1336.53,-853.03,4.81,1.88,1.39,1377,93.1,2.44,51,0.825,,
8500,car,trim_624,12234691738,-2183.13,558.39,-835.55,799.46,4.2,1.88,1.52,1063,95.9,2.56,16,0.969,,
8501,car,4227871617,trim_2015,-864.64,2520.25,1474.66,404.36,5.04,1.77,1.54,1040,109.2,2.96,43,0.721,,
8502,car,trim_9615,9860055104,-328.88,-301.77,-607.45,-277.51,4.04,1.94,1.47,1494,96.8,2.22,69,0.733,,
8503,car,trim_1187,2960361579,-1754.78,-793.52,-1398.68,-503.62,4.13,1.9,1.53,1549,112.6,2.36,48,0.863,,
8504,car,trim_5224,trim_4361,2422.31,53.6,1308.43,760.1,4.9,1.78,1.39,1770,109.1,2.41,25,0.82,,
8505,car,trim_3746,5170637563,-633.99,-640.48,1411.34,-20.28,4.93,1.69,1.38,1531,92.9,2.84,38,0.682,,
8506,ambulance,9885134827,trim_1275,-2458.11,-490.46,-1258.89,393.55,6.09,2.03,2.5,4198,128.6,2.94,54,0.496,a_7173737316,DISTRICT MMG MALE HOSPITAL
8507,car,9855014984,9843437520,1563.32,-436.12,2048.99,1331.05,4.41,1.79,1.62,1541,93.3,2.81,45,0.681,,
8508,car,9855373893,4225172279,2303.61,-1268.27,-166.39,-148.53,4.06,1.84,1.39,1407,96.1,2.46,24,0.784,,
8509,car,trim_7654,trim_2384,202.92,-170.01,-387.26,1303.72,4.85,1.85,1.41,1633,104.9,3.18,61,0.74,,
8510,car,trim_3215,9859618308,203.41,270.59,-900.96,-525.54,4.86,1.72,1.54,1682,109.2,2.87,56,0.789,,
8511,car,trim_2644,trim_2158,915.89,-1377.24,-71.45,1445.56,4.29,1.65,1.44,1329,104.2,2.96,42,0.673,,
8512,car,11001416254,9859501409,-1957.85,-1480.73,308.43,-951.96,4.96,1.64,1.38,1392,119.4,2.71,51,0.785,,
8513,car,2960312496,trim_7363,-1153.07,-186.42,2001.93,-459.21,5.05,1.86,1.42,1059,99.0,2.97,16,0.931,,
8514,car,trim_4208,9857750349,1097.89,320.46,-672.88,-761.88,4.87,1.65,1.63,1207,94.3,3.04,26,0.798,,
8515,car,12901340306,9880891789,227.41,-301.33,2515.28,1136.64,4.01,1.61,1.53,1349,98.8,2.41,56,0.828,,
8516,police,11133588049,trim_9455,-1783.42,-995.27,1934.55,290.48,4.51,1.91,1.63,1659,138.6,3.57,55,0.468,a_11198955917,Police station (amenity a_11198955917)
8517,car,trim_6665,trim_586,1267.32,105.1,-1775.15,690.21,4.05,1.76,1.57,1802,119.8,2.92,53,0.751,,
8518,car,trim_6897,trim_7565,-2337.74,1472.81,-442.3,-1055.95,4.68,1.63,1.6,1415,105.6,2.55,51,0.698,,
8519,car,2960312451,4225324642,-1047.33,309.41,876.55,-12,5.06,1.75,1.45,1221,90.5,2.8,43,0.655,,
8520,car,11198955254,9168951471,-1881.54,-671.08,929.84,-1064.89,4.17,1.62,1.51,1054,107.6,3.15,49,0.846,,
8521,car,9855014989,trim_5899,1803.75,-33.43,-1612.11,-1509.4,4.35,1.65,1.54,1476,94.0,2.55,41,0.72,,
8522,car,4225351684,trim_4336,1819.02,842.31,-311.64,1314.86,4.05,1.91,1.39,1660,94.3,2.57,26,0.654,,
8523,car,trim_1069,trim_7591,-976.75,-154.31,-671.32,-824.11,4.31,1.92,1.6,1331,98.8,2.82,58,0.854,,
8524,motorcycle,trim_8027,trim_1232,2173.4142567364784,1050.0336207227822,-1466.87,-199.17,2.07,0.9,1.36,127,109.8,3.79,37,0.674,,
8525,car,trim_4134,6928966900,2463.72,843.88,-1626.62,-1310.92,4.99,1.69,1.35,1106,102.0,3.0,62,0.713,,
8526,car,9852338768,trim_293,-1879.84,-299.89,-82.55,-443.2,4.74,1.84,1.43,1551,110.4,2.83,43,0.898,,
8527,car,trim_570,trim_7251,-1951.18,409.49,-2250.83,-958.94,4.45,1.85,1.38,1428,90.3,2.5,24,0.674,,
8528,car,trim_4573,trim_6380,1648.23,178.83,2232.53,595.06,4.68,1.7,1.62,1452,108.5,2.87,68,0.798,,
8529,car,trim_7808,trim_1507,199.15,-1561.83,-1169.84,-1070.55,5.05,1.78,1.47,1759,108.2,2.7,65,0.68,,
8530,car,trim_2502,trim_4954,-13.52,1507.93,251.03,-1440.75,4.8,1.69,1.54,1734,102.5,2.41,51,0.815,,
8531,motorcycle,trim_6573,trim_2731,653.64,-1375.72,-2301.02,1292.47,2.0,0.7,1.08,200,86.6,3.71,67,0.689,,
8532,motorcycle,trim_3728,trim_1543,-1270.06,-1112.94,-1010.9,-950.44,1.95,0.81,1.25,249,104.4,3.56,78,0.857,,
8533,car,trim_7700,trim_1399,175.64,282.71,-2110.74,-492.19,4.37,1.64,1.39,1688,104.9,2.93,29,0.85,,
8534,car,9857625484,trim_7466,-1086.66,-1440.61,-2021.06,-779.78,4.32,1.87,1.58,1771,109.2,2.81,75,0.91,,
8535,car,4225351996,4225077494,-1024.54,1123.27,-2480.1,1213.81,4.77,1.71,1.36,1732,93.5,2.94,26,0.7,,
8536,car,trim_2741,5170823229,-2373.68,543.95,1078.76,425.82,4.62,1.69,1.63,1763,119.5,2.34,65,0.856,,
8537,car,trim_4415,trim_4524,2374.19,782.11,-812.35,1362.82,4.52,1.87,1.38,1416,119.9,3.0,60,0.732,,
8538,car,5170868608,trim_3347,1607.05,-336.08,-146.34,-333.3,4.42,1.88,1.42,1015,93.0,3.03,52,0.837,,
8539,car,trim_3919,trim_1840,1815.08,164.9,-176.57,-889.36,4.62,1.9,1.48,1583,99.3,2.44,78,0.997,,
8540,car,trim_252,11143272202,1751.19,515.43,1699.6,729.81,4.34,1.66,1.52,1861,113.5,2.36,64,0.804,,
8541,car,10259407481,trim_7149,2436.42,-1040.77,-2314.93,245.2,4.87,1.91,1.6,1456,114.9,2.59,20,0.748,,
8542,car,457278217,trim_4654,276.1,-489.62,1186.5,-1595.07,4.69,1.7,1.37,1246,108.5,2.67,71,0.943,,
8543,car,trim_2921,trim_7134,-1798.16,1304.18,-2375.82,226.43,5.02,1.76,1.6,1085,116.0,2.64,21,0.752,,
8544,car,trim_7416,9885134825,1630,155.66,-2463.52,-479.81,4.01,1.86,1.63,1157,110.3,2.22,34,0.725,,
8545,car,trim_4389,11104704530,2248.68,911.72,2413.01,-542.69,4.61,1.63,1.36,1551,119.0,2.93,62,0.824,,
8546,car,trim_6805,trim_5833,-482.19,212.09,-693.97,540.04,4.34,1.74,1.62,1778,112.0,2.65,38,0.791,,
8547,car,12131032053,trim_5906,-960.62,271.24,-1733.33,-1479.43,4.2,1.68,1.45,1511,100.0,2.66,77,0.786,,
8548,car,9852290910,9852465871,290.47,1141.7,-1845.3,-1498.77,4.95,1.87,1.58,1461,118.8,2.57,50,0.848,,
